Actual_Days_for_Shipping,Predicted_Days_for_Shipping,Prediction_Error
5.0,4.4007,0.5993000000000004
2.0,2.0,0.0
2.0,3.9536,-1.9535999999999998
5.0,4.2946,0.7054
2.0,2.0,0.0
5.0,4.0125,0.9874999999999998
2.0,2.0,0.0
4.0,3.9949,0.0051000000000001044
4.0,4.0124,-0.01240000000000041
3.0,4.0669,-1.0669000000000004
3.0,4.107,-1.1070000000000002
5.0,3.9861,1.0139
5.0,3.9547,1.0453000000000001
2.0,3.9548,-1.9548
4.0,4.0158,-0.015799999999999592
2.0,2.0,0.0
0.0,0.0,0.0
4.0,4.3052,-0.30520000000000014
4.0,4.2603,-0.2603
4.0,4.1734,-0.1734
3.0,4.0012,-1.0011999999999999
5.0,4.0218,0.9782000000000002
2.0,2.0,0.0
2.0,3.536,-1.536
1.0,0.9933,0.006700000000000039
5.0,4.4674,0.5326000000000004
3.0,4.0036,-1.0035999999999996
2.0,3.8648,-1.8647999999999998
2.0,2.0,0.0
6.0,4.0025,1.9974999999999996
5.0,4.3305,0.6695000000000002
5.0,3.9856,1.0144000000000002
2.0,2.0,0.0
4.0,4.0281,-0.028100000000000236
2.0,2.0,0.0
2.0,3.8554,-1.8554
2.0,2.0,0.0
2.0,2.0,0.0
2.0,3.952,-1.952
5.0,3.5957,1.4043
2.0,3.5729,-1.5729000000000002
2.0,2.0,0.0
3.0,3.9392,-0.9392
2.0,2.0,0.0
6.0,4.1397,1.8602999999999996
3.0,3.9251,-0.9251
0.0,0.0,0.0
3.0,4.0012,-1.0011999999999999
6.0,4.0149,1.9851
2.0,3.9191,-1.9190999999999998
2.0,2.0,0.0
6.0,3.9221,2.0779
2.0,2.0,0.0
5.0,4.4797,0.5202999999999998
2.0,3.7099,-1.7099000000000002
2.0,3.6495,-1.6495000000000002
2.0,3.7265,-1.7265000000000001
5.0,3.9756,1.0244
2.0,2.0,0.0
2.0,3.987,-1.987
4.0,3.804,0.19600000000000017
2.0,2.0,0.0
2.0,3.9352,-1.9352
4.0,3.963,0.03699999999999992
5.0,3.9428,1.0572
3.0,3.9457,-0.9457
2.0,3.9645,-1.9645000000000001
2.0,2.0,0.0
2.0,2.0,0.0
6.0,4.0875,1.9124999999999996
5.0,4.4171,0.5829000000000004
5.0,4.0121,0.9878999999999998
5.0,3.9764,1.0236
2.0,4.0067,-2.0067000000000004
2.0,3.9746,-1.9746000000000001
1.0,0.9926,0.007399999999999962
2.0,2.0,0.0
2.0,3.9515,-1.9514999999999998
6.0,4.5841,1.4158999999999997
5.0,4.0835,0.9165000000000001
6.0,4.1105,1.8895
6.0,3.892,2.108
2.0,4.0828,-2.0827999999999998
2.0,2.0,0.0
3.0,3.8602,-0.8601999999999999
2.0,3.9502,-1.9502000000000002
2.0,4.187,-2.1870000000000003
6.0,4.0389,1.9611
5.0,4.0003,0.9996999999999998
2.0,3.9624,-1.9624000000000001
2.0,2.0,0.0
4.0,3.7334,0.26659999999999995
4.0,3.9826,0.01739999999999986
6.0,4.3176,1.6824000000000003
6.0,4.1525,1.8475000000000001
6.0,4.0889,1.9111000000000002
5.0,4.0699,0.9301000000000004
2.0,2.0,0.0
2.0,2.0,0.0
5.0,4.0126,0.9874
3.0,3.9956,-0.9956
6.0,4.102,1.8979999999999997
4.0,4.1227,-0.12270000000000003
2.0,2.0,0.0
4.0,3.9733,0.026699999999999946
2.0,2.0,0.0
1.0,0.9933,0.006700000000000039
4.0,4.1593,-0.1593
6.0,4.0014,1.9985999999999997
2.0,2.0,0.0
2.0,2.0,0.0
4.0,3.9842,0.015800000000000036
0.0,0.0,0.0
1.0,0.9926,0.007399999999999962
2.0,2.0,0.0
4.0,3.9604,0.03960000000000008
2.0,2.0,0.0
2.0,3.6031,-1.6031
2.0,2.0,0.0
6.0,4.1062,1.8937999999999997
3.0,4.084,-1.0839999999999996
5.0,3.9863,1.0137
5.0,4.0766,0.9234
6.0,4.381,1.6189999999999998
2.0,2.0,0.0
2.0,2.0,0.0
4.0,4.2298,-0.2298
5.0,4.3499,0.6501000000000001
6.0,3.9483,2.0517
2.0,2.0,0.0
6.0,4.3876,1.6124
3.0,3.9813,-0.9813000000000001
5.0,4.2365,0.7634999999999996
5.0,4.0679,0.9321000000000002
5.0,3.9666,1.0333999999999999
2.0,3.9767,-1.9767000000000001
2.0,2.0,0.0
3.0,3.9864,-0.9864000000000002
2.0,2.0,0.0
2.0,2.0,0.0
2.0,3.9385,-1.9385
4.0,3.9112,0.08879999999999999
3.0,4.003,-1.0030000000000001
6.0,4.01,1.9900000000000002
5.0,4.0022,0.9977999999999998
6.0,3.9485,2.0515
6.0,4.109,1.891
6.0,3.9589,2.0411
6.0,4.1968,1.8032000000000004
2.0,2.0,0.0
5.0,3.7905,1.2094999999999998
3.0,3.9476,-0.9476
6.0,4.0147,1.9852999999999996
6.0,4.0605,1.9394999999999998
5.0,3.9957,1.0043000000000002
0.0,0.0,0.0
1.0,0.9926,0.007399999999999962
2.0,2.0,0.0
4.0,4.1485,-0.1485000000000003
2.0,3.6636,-1.6636000000000002
6.0,4.0646,1.9353999999999996
4.0,4.0001,-9.999999999976694e-05
5.0,3.9962,1.0038
2.0,2.0,0.0
2.0,2.0,0.0
6.0,4.0323,1.9676999999999998
2.0,2.0,0.0
2.0,4.0506,-2.0506
3.0,3.9606,-0.9605999999999999
2.0,2.0,0.0
2.0,4.1629,-2.1628999999999996
4.0,4.0142,-0.014199999999999768
2.0,2.0,0.0
2.0,2.0,0.0
4.0,3.9859,0.014100000000000001
2.0,3.9546,-1.9546000000000001
2.0,2.0,0.0
6.0,4.3667,1.6333000000000002
6.0,3.9932,2.0068
4.0,3.9914,0.008599999999999941
2.0,2.0,0.0
6.0,4.0126,1.9874
4.0,3.501,0.4990000000000001
2.0,3.9103,-1.9102999999999999
2.0,4.0267,-2.0267
5.0,4.096,0.9039999999999999
6.0,4.0879,1.9120999999999997
5.0,4.015,0.9850000000000003
4.0,4.0018,-0.0018000000000002458
3.0,3.9764,-0.9763999999999999
6.0,4.167,1.8330000000000002
4.0,3.9651,0.03489999999999993
2.0,2.0,0.0
2.0,2.0,0.0
2.0,4.2065,-2.2065
5.0,3.9591,1.0409000000000002
3.0,3.8711,-0.8711000000000002
3.0,4.0594,-1.0594000000000001
2.0,2.0,0.0
2.0,2.0,0.0
2.0,2.0,0.0
4.0,3.5696,0.4304000000000001
2.0,2.0,0.0
6.0,4.044,1.9560000000000004
4.0,3.945,0.05500000000000016
3.0,3.8937,-0.8936999999999999
2.0,4.0204,-2.0204000000000004
2.0,3.9994,-1.9994
4.0,3.706,0.29400000000000004
2.0,3.847,-1.847
2.0,3.9172,-1.9171999999999998
2.0,3.8777,-1.8777
4.0,3.9882,0.011800000000000033
4.0,3.987,0.0129999999999999
6.0,4.402,1.5979999999999999
0.0,0.0,0.0
2.0,3.9754,-1.9754
3.0,3.7251,-0.7250999999999999
5.0,4.0224,0.9775999999999998
4.0,4.1689,-0.16889999999999983
2.0,3.7998,-1.7997999999999998
6.0,4.2028,1.7972000000000001
6.0,4.0019,1.9981
5.0,4.024,0.976
5.0,3.9671,1.0329000000000002
2.0,3.9571,-1.9571
2.0,2.0,0.0
3.0,3.7235,-0.7235
3.0,3.959,-0.9590000000000001
6.0,4.3024,1.6976000000000004
0.0,0.0,0.0
2.0,2.0,0.0
2.0,3.7421,-1.7421000000000002
2.0,3.7293,-1.7292999999999998
6.0,3.9786,2.0214
4.0,4.1434,-0.14339999999999975
4.0,4.0051,-0.00509999999999966
3.0,4.0043,-1.0042999999999997
6.0,3.9643,2.0357
6.0,4.0634,1.9366000000000003
2.0,4.3684,-2.3684000000000003
2.0,2.0,0.0
5.0,4.2034,0.7965999999999998
6.0,3.9906,2.0094
6.0,4.1115,1.8884999999999996
6.0,3.988,2.012
2.0,3.7007,-1.7006999999999999
2.0,3.8632,-1.8632
3.0,3.7962,-0.7961999999999998
2.0,4.1023,-2.1022999999999996
5.0,4.0229,0.9771000000000001
4.0,4.329,-0.32899999999999974
2.0,3.6532,-1.6532
2.0,3.8274,-1.8274
2.0,2.0,0.0
6.0,3.9778,2.0222
2.0,2.0,0.0
1.0,0.9906,0.009399999999999964
5.0,4.0525,0.9474999999999998
6.0,4.2747,1.7252999999999998
6.0,3.9519,2.0481
3.0,4.0023,-1.0023
5.0,3.8697,1.1303
4.0,3.8753,0.12469999999999981
5.0,3.6986,1.3014000000000001
4.0,3.8843,0.11569999999999991
0.0,0.0,0.0
6.0,4.2136,1.7864000000000004
5.0,4.0608,0.9391999999999996
2.0,2.0,0.0
3.0,3.8561,-0.8561000000000001
3.0,4.021,-1.021
4.0,3.9851,0.014899999999999913
3.0,3.9647,-0.9647000000000001
2.0,2.0,0.0
3.0,3.7925,-0.7925
2.0,3.9144,-1.9144
3.0,4.0446,-1.0446
3.0,3.9931,-0.9931000000000001
3.0,4.0178,-1.0178000000000003
5.0,4.0064,0.9935999999999998
4.0,3.9591,0.04090000000000016
6.0,4.1746,1.8254000000000001
2.0,2.0,0.0
5.0,3.9913,1.0087000000000002
6.0,4.0211,1.9789000000000003
2.0,3.5107,-1.5107
5.0,4.0137,0.9863
3.0,3.8898,-0.8898000000000001
5.0,4.0531,0.9469000000000003
6.0,4.2683,1.7317
3.0,3.6422,-0.6421999999999999
2.0,3.9568,-1.9567999999999999
3.0,3.6773,-0.6772999999999998
2.0,2.0,0.0
1.0,0.993,0.007000000000000006
4.0,3.6409,0.3591000000000002
2.0,2.0,0.0
5.0,4.5811,0.41889999999999983
4.0,3.9754,0.024599999999999955
4.0,3.9382,0.061799999999999855
4.0,3.9731,0.026899999999999924
0.0,0.0,0.0
2.0,3.5598,-1.5598
2.0,3.9731,-1.9731
3.0,3.9686,-0.9685999999999999
5.0,3.9738,1.0261999999999998
6.0,4.0616,1.9383999999999997
4.0,3.9011,0.09889999999999999
6.0,3.9811,2.0189
3.0,3.7244,-0.7244000000000002
2.0,3.9496,-1.9496000000000002
4.0,3.9925,0.00749999999999984
3.0,3.6241,-0.6240999999999999
6.0,4.065,1.9349999999999996
0.0,0.0,0.0
0.0,0.0,0.0
5.0,3.9558,1.0442
4.0,3.9703,0.02970000000000006
3.0,3.938,-0.9380000000000002
6.0,4.2395,1.7605000000000004
6.0,3.8319,2.1681
3.0,3.9369,-0.9369000000000001
4.0,3.9924,0.007600000000000051
4.0,3.8621,0.13790000000000013
3.0,3.9127,-0.9127000000000001
4.0,4.2013,-0.2012999999999998
2.0,2.0,0.0
2.0,4.0722,-2.0721999999999996
2.0,3.9594,-1.9594
4.0,3.9928,0.007200000000000095
2.0,3.884,-1.884
1.0,0.9916,0.008399999999999963
4.0,3.8307,0.16929999999999978
6.0,4.4726,1.5274
2.0,3.9689,-1.9689
1.0,0.9906,0.009399999999999964
1.0,0.9926,0.007399999999999962
4.0,3.864,0.13600000000000012
2.0,2.0,0.0
3.0,4.0067,-1.0067000000000004
3.0,4.0079,-1.0079000000000002
0.0,0.0,0.0
2.0,4.0201,-2.0201000000000002
0.0,0.0,0.0
2.0,3.8641,-1.8641
2.0,2.0,0.0
0.0,0.0,0.0
2.0,2.0,0.0
3.0,4.0926,-1.0926
2.0,2.0,0.0
3.0,3.9643,-0.9643000000000002
3.0,3.957,-0.9569999999999999
2.0,4.0074,-2.0073999999999996
2.0,4.0131,-2.0130999999999997
5.0,4.2751,0.7248999999999999
2.0,4.102,-2.1020000000000003
0.0,0.0,0.0
6.0,4.0957,1.9043
2.0,2.0,0.0
2.0,3.9103,-1.9102999999999999
2.0,4.0842,-2.0842
6.0,4.2185,1.7815000000000003
3.0,3.9701,-0.9701
6.0,5.1275,0.8724999999999996
6.0,4.4073,1.5926999999999998
5.0,4.0049,0.9950999999999999
3.0,3.9057,-0.9057
0.0,0.0,0.0
2.0,3.911,-1.911
4.0,3.8371,0.16290000000000004
2.0,3.904,-1.904
3.0,3.829,-0.8290000000000002
3.0,3.4459,-0.44589999999999996
2.0,2.0,0.0
5.0,4.0054,0.9946000000000002
2.0,2.0,0.0
4.0,4.0034,-0.0034000000000000696
6.0,3.9958,2.0042
4.0,4.0096,-0.009599999999999831
5.0,4.0107,0.9893000000000001
0.0,0.0,0.0
2.0,2.0,0.0
6.0,4.0297,1.9703
5.0,3.826,1.174
1.0,0.9929,0.007099999999999995
5.0,4.0157,0.9843000000000002
2.0,3.9181,-1.9181
5.0,3.9881,1.0118999999999998
5.0,4.0859,0.9141000000000004
0.0,0.085,-0.085
3.0,3.9848,-0.9847999999999999
5.0,3.9699,1.0301
3.0,3.9918,-0.9918
4.0,3.8535,0.14650000000000007
3.0,4.0095,-1.0095
3.0,3.7953,-0.7953000000000001
5.0,4.377,0.6230000000000002
2.0,2.0,0.0
5.0,4.0243,0.9756999999999998
5.0,4.3622,0.6378000000000004
5.0,4.0412,0.9588000000000001
5.0,4.052,0.9480000000000004
0.0,0.0,0.0
5.0,4.0904,0.9096000000000002
2.0,2.0,0.0
4.0,4.2862,-0.2862
2.0,3.9595,-1.9594999999999998
4.0,3.9831,0.016900000000000137
3.0,3.4423,-0.4422999999999999
6.0,3.9043,2.0957
2.0,2.0,0.0
4.0,4.0765,-0.07650000000000023
4.0,4.0741,-0.07409999999999961
1.0,0.9926,0.007399999999999962
4.0,3.7831,0.21689999999999987
2.0,2.0,0.0
2.0,2.0,0.0
2.0,2.0,0.0
5.0,4.0896,0.9104000000000001
5.0,4.0193,0.9806999999999997
6.0,4.4717,1.5282999999999998
2.0,3.9627,-1.9627
3.0,4.1086,-1.1086
3.0,3.9849,-0.9849000000000001
4.0,3.9289,0.07109999999999994
2.0,2.0,0.0
2.0,2.0,0.0
6.0,4.1863,1.8136999999999999
3.0,3.9026,-0.9026000000000001
4.0,4.0438,-0.04380000000000006
5.0,4.2716,0.7283999999999997
0.0,0.0,0.0
2.0,2.0,0.0
5.0,4.0295,0.9705000000000004
3.0,3.9426,-0.9426000000000001
4.0,4.0573,-0.057299999999999685
6.0,4.4846,1.5153999999999996
4.0,4.0141,-0.014100000000000001
3.0,4.002,-1.0019999999999998
3.0,3.8476,-0.8475999999999999
5.0,3.9949,1.0051
2.0,2.0,0.0
6.0,4.1325,1.8674999999999997
4.0,3.7781,0.2219000000000002
6.0,4.9518,1.0481999999999996
6.0,3.9996,2.0004
2.0,2.0,0.0
5.0,4.3805,0.6195000000000004
4.0,3.9972,0.0028000000000001357
3.0,3.863,-0.863
2.0,2.0,0.0
4.0,3.8437,0.15629999999999988
2.0,2.0,0.0
4.0,3.9893,0.010699999999999932
2.0,3.6777,-1.6777000000000002
2.0,2.0,0.0
4.0,4.2913,-0.29129999999999967
2.0,2.0,0.0
2.0,3.9509,-1.9508999999999999
4.0,4.3366,-0.3365999999999998
2.0,2.6444,-0.6444000000000001
2.0,3.9583,-1.9583
4.0,4.0265,-0.026500000000000412
2.0,3.9493,-1.9493
4.0,4.037,-0.03699999999999992
6.0,4.0878,1.9122000000000003
5.0,4.1671,0.8329000000000004
4.0,3.9076,0.09240000000000004
4.0,4.0054,-0.005399999999999849
4.0,3.9946,0.005399999999999849
3.0,3.8693,-0.8693
2.0,3.8429,-1.8429000000000002
3.0,3.9818,-0.9817999999999998
2.0,2.0,0.0
3.0,3.9293,-0.9293
6.0,4.0059,1.9941000000000004
4.0,3.622,0.3780000000000001
2.0,3.914,-1.9140000000000001
4.0,3.8353,0.16469999999999985
2.0,4.0066,-2.0065999999999997
2.0,3.3848,-1.3847999999999998
4.0,4.0335,-0.033500000000000085
6.0,4.2063,1.7937000000000003
2.0,2.0,0.0
2.0,2.0,0.0
5.0,4.1337,0.8662999999999998
6.0,4.0535,1.9465000000000003
6.0,4.0126,1.9874
2.0,3.9421,-1.9421
6.0,4.0614,1.9386
3.0,3.6546,-0.6545999999999998
6.0,4.1026,1.8974000000000002
6.0,4.1564,1.8436000000000003
1.0,0.9914,0.008600000000000052
5.0,4.0891,0.9108999999999998
2.0,2.0,0.0
6.0,4.2265,1.7735000000000003
2.0,3.99,-1.9900000000000002
2.0,2.0,0.0
5.0,3.9485,1.0514999999999999
6.0,4.1492,1.8507999999999996
3.0,3.6697,-0.6697000000000002
5.0,3.9757,1.0243000000000002
4.0,4.0321,-0.032099999999999795
5.0,4.2908,0.7092
4.0,3.9099,0.09010000000000007
4.0,4.0302,-0.030199999999999783
2.0,2.0,0.0
4.0,4.0037,-0.0037000000000002586
2.0,3.9902,-1.9902000000000002
2.0,2.0,0.0
3.0,4.0099,-1.0099
5.0,3.8007,1.1993
6.0,3.9402,2.0598
2.0,3.943,-1.943
2.0,3.9589,-1.9588999999999999
6.0,4.0269,1.9730999999999996
6.0,4.0254,1.9745999999999997
2.0,3.9222,-1.9222000000000001
3.0,3.8811,-0.8811
0.0,0.0,0.0
3.0,3.9159,-0.9159000000000002
2.0,3.9549,-1.9548999999999999
2.0,2.0,0.0
2.0,3.9793,-1.9792999999999998
5.0,4.0604,0.9396000000000004
6.0,4.1774,1.8226000000000004
5.0,3.8586,1.1414
0.0,0.0,0.0
2.0,2.0,0.0
5.0,3.9845,1.0154999999999998
2.0,3.9212,-1.9211999999999998
2.0,3.9326,-1.9325999999999999
6.0,4.8094,1.1905999999999999
4.0,4.2262,-0.2262000000000004
4.0,3.9539,0.04610000000000003
6.0,4.109,1.891
4.0,4.1477,-0.1477000000000004
5.0,4.0994,0.9005999999999998
6.0,4.0156,1.9844
3.0,4.06,-1.0599999999999996
2.0,2.0,0.0
0.0,0.0,0.0
2.0,3.982,-1.9820000000000002
2.0,2.0,0.0
4.0,3.9514,0.04859999999999998
4.0,4.0756,-0.07559999999999967
2.0,3.7914,-1.7913999999999999
2.0,2.0,0.0
2.0,2.0,0.0
2.0,2.0,0.0
2.0,3.6682,-1.6682000000000001
3.0,3.9462,-0.9462000000000002
2.0,3.9776,-1.9775999999999998
4.0,3.7246,0.27539999999999987
6.0,4.155,1.8449999999999998
6.0,4.0117,1.9882999999999997
4.0,4.3939,-0.39390000000000036
2.0,3.7486,-1.7486000000000002
5.0,4.0571,0.9428999999999998
2.0,3.897,-1.8969999999999998
6.0,4.1443,1.8556999999999997
2.0,3.9531,-1.9531
5.0,4.0188,0.9812000000000003
4.0,3.5914,0.40859999999999985
4.0,3.9869,0.013100000000000112
5.0,4.3818,0.6181999999999999
4.0,3.9048,0.09520000000000017
6.0,3.9593,2.0407
4.0,4.2581,-0.2580999999999998
2.0,3.9907,-1.9907
2.0,2.0,0.0
2.0,2.0,0.0
3.0,4.1821,-1.1821000000000002
1.0,0.9926,0.007399999999999962
1.0,0.9914,0.008600000000000052
4.0,4.2167,-0.21670000000000034
5.0,4.2546,0.7454000000000001
5.0,4.1424,0.8575999999999997
3.0,3.9937,-0.9937
5.0,4.0431,0.9569000000000001
5.0,4.0096,0.9904000000000002
6.0,3.9616,2.0384
5.0,4.0235,0.9764999999999997
2.0,2.0,0.0
2.0,4.2661,-2.2661
6.0,4.0651,1.9348999999999998
2.0,3.9727,-1.9727000000000001
4.0,3.8875,0.11249999999999982
2.0,2.0,0.0
4.0,4.0197,-0.019700000000000273
2.0,3.7274,-1.7273999999999998
6.0,4.0178,1.9821999999999997
2.0,3.9955,-1.9954999999999998
4.0,4.2118,-0.2118000000000002
2.0,2.0,0.0
3.0,3.9943,-0.9943
6.0,4.4194,1.5805999999999996
2.0,2.0,0.0
3.0,4.1564,-1.1563999999999997
3.0,3.6055,-0.6055000000000001
2.0,3.9531,-1.9531
6.0,4.0188,1.9812000000000003
3.0,4.0687,-1.0686999999999998
3.0,3.9279,-0.9279000000000002
5.0,4.2533,0.7466999999999997
4.0,4.0314,-0.03139999999999965
6.0,4.7231,1.2769000000000004
6.0,4.0672,1.9328000000000003
2.0,2.0,0.0
2.0,2.0,0.0
6.0,4.3157,1.6843000000000004
5.0,4.0371,0.9629000000000003
3.0,4.0666,-1.0666000000000002
2.0,2.0,0.0
5.0,4.0681,0.9318999999999997
6.0,4.0315,1.9684999999999997
4.0,3.9423,0.057700000000000085
1.0,0.9929,0.007099999999999995
3.0,3.9686,-0.9685999999999999
2.0,2.0,0.0
6.0,4.0958,1.9042000000000003
4.0,4.0269,-0.026900000000000368
4.0,3.871,0.129
2.0,2.0,0.0
6.0,4.0626,1.9374000000000002
2.0,4.0431,-2.0431
3.0,3.968,-0.968
3.0,3.99,-0.9900000000000002
2.0,2.0,0.0
4.0,3.9941,0.005900000000000016
5.0,4.0138,0.9862000000000002
5.0,4.3241,0.6759000000000004
5.0,4.0414,0.9585999999999997
6.0,4.0651,1.9348999999999998
2.0,3.9722,-1.9722
2.0,2.0,0.0
2.0,3.9778,-1.9777999999999998
6.0,3.9684,2.0316
4.0,4.0389,-0.038899999999999935
5.0,4.089,0.9109999999999996
6.0,3.9214,2.0786
5.0,3.9662,1.0337999999999998
0.0,0.0,0.0
6.0,4.0134,1.9866000000000001
6.0,4.1599,1.8400999999999996
5.0,4.0152,0.9847999999999999
6.0,4.1227,1.8773
2.0,3.9906,-1.9906000000000001
2.0,2.0,0.0
4.0,3.9656,0.03440000000000021
4.0,4.0496,-0.049599999999999866
3.0,3.9362,-0.9361999999999999
2.0,2.0,0.0
4.0,3.9951,0.0049000000000001265
2.0,3.9865,-1.9865
3.0,3.5848,-0.5848
2.0,2.0,0.0
4.0,3.6715,0.3285
3.0,4.0991,-1.0991
2.0,3.8949,-1.8948999999999998
2.0,2.0,0.0
4.0,4.1543,-0.1543000000000001
4.0,3.6365,0.36350000000000016
2.0,2.0,0.0
3.0,3.9107,-0.9106999999999998
2.0,3.8072,-1.8072
3.0,3.9314,-0.9314
3.0,3.6762,-0.6762000000000001
2.0,3.9653,-1.9653
6.0,4.1592,1.8407999999999998
2.0,2.0,0.0
2.0,2.0,0.0
2.0,2.0,0.0
3.0,3.8844,-0.8843999999999999
4.0,3.67,0.33000000000000007
5.0,4.3057,0.6943000000000001
4.0,3.9995,0.000500000000000167
6.0,4.1036,1.8963999999999999
2.0,2.0,0.0
4.0,3.9373,0.06269999999999998
2.0,3.7665,-1.7665000000000002
2.0,3.7064,-1.7064
3.0,3.7693,-0.7692999999999999
2.0,2.0,0.0
3.0,3.6029,-0.6029
5.0,4.0206,0.9794
6.0,4.1879,1.8121
3.0,4.0672,-1.0671999999999997
6.0,3.7095,2.2905
3.0,3.944,-0.944
3.0,3.9084,-0.9083999999999999
5.0,3.9949,1.0051
2.0,2.0,0.0
2.0,3.9064,-1.9064
2.0,2.0,0.0
2.0,2.0,0.0
2.0,3.9186,-1.9186
6.0,3.9496,2.0504
4.0,3.911,0.08899999999999997
5.0,4.4973,0.5026999999999999
2.0,3.8254,-1.8254000000000001
1.0,0.9926,0.007399999999999962
6.0,4.1315,1.8685
6.0,4.0065,1.9935
3.0,3.9602,-0.9601999999999999
5.0,4.0925,0.9074999999999998
2.0,2.0,0.0
1.0,0.9906,0.009399999999999964
0.0,0.0,0.0
3.0,3.9044,-0.9043999999999999
6.0,3.9749,2.0251
2.0,3.8962,-1.8961999999999999
6.0,4.0226,1.9774000000000003
5.0,3.9947,1.0053
5.0,3.9734,1.0266000000000002
4.0,3.9998,0.00019999999999997797
6.0,4.511,1.4889999999999999
4.0,3.9242,0.07580000000000009
4.0,4.1873,-0.18729999999999958
6.0,4.2784,1.7215999999999996
2.0,2.0,0.0
2.0,3.9818,-1.9817999999999998
1.0,0.9917,0.008299999999999974
2.0,3.6637,-1.6637
5.0,4.1891,0.8109000000000002
0.0,0.0,0.0
5.0,4.0135,0.9865000000000004
5.0,4.0772,0.9227999999999996
0.0,0.0,0.0
4.0,4.0515,-0.05149999999999988
4.0,4.0299,-0.029899999999999594
6.0,4.0463,1.9537000000000004
2.0,2.0,0.0
6.0,3.9712,2.0288
3.0,3.6544,-0.6543999999999999
3.0,3.9063,-0.9062999999999999
2.0,4.0027,-2.0027
6.0,3.9867,2.0133
2.0,2.0,0.0
6.0,4.997,1.0030000000000001
5.0,3.8241,1.1759
2.0,3.6839,-1.6839
6.0,4.1968,1.8032000000000004
3.0,3.9243,-0.9243000000000001
5.0,4.23,0.7699999999999996
3.0,3.6541,-0.6541000000000001
2.0,3.7564,-1.7564000000000002
4.0,3.7452,0.2547999999999999
4.0,3.9529,0.04709999999999992
5.0,3.9542,1.0457999999999998
4.0,3.9546,0.045399999999999885
6.0,4.0798,1.9202000000000004
6.0,3.9958,2.0042
6.0,4.0317,1.9683000000000002
2.0,3.4442,-1.4442
6.0,3.9395,2.0605
3.0,3.874,-0.8740000000000001
5.0,4.0392,0.9607999999999999
5.0,3.9666,1.0333999999999999
6.0,4.0493,1.9507000000000003
3.0,3.8851,-0.8851
4.0,3.9467,0.053300000000000125
2.0,2.0,0.0
2.0,3.5185,-1.5185
6.0,4.0923,1.9077000000000002
5.0,4.0303,0.9696999999999996
2.0,3.8632,-1.8632
0.0,0.0,0.0
3.0,3.9003,-0.9003000000000001
2.0,2.0,0.0
4.0,3.9585,0.04150000000000009
5.0,4.0785,0.9215
4.0,3.961,0.039000000000000146
2.0,3.9973,-1.9973
2.0,3.9834,-1.9834
6.0,4.079,1.9210000000000003
2.0,3.8621,-1.8620999999999999
2.0,2.0,0.0
2.0,2.0,0.0
4.0,3.7635,0.23649999999999993
6.0,4.1653,1.8346999999999998
3.0,3.9455,-0.9455
2.0,3.9891,-1.9891
5.0,4.1104,0.8895999999999997
6.0,4.2031,1.7969
2.0,4.0438,-2.0438
2.0,2.0,0.0
4.0,3.9597,0.04029999999999978
0.0,0.0,0.0
2.0,3.9414,-1.9413999999999998
4.0,3.7296,0.2704
2.0,3.8005,-1.8005
2.0,2.0,0.0
2.0,3.9648,-1.9647999999999999
4.0,4.2504,-0.25039999999999996
2.0,2.0,0.0
2.0,2.0,0.0
4.0,4.0102,-0.010200000000000209
0.0,0.0,0.0
3.0,3.9926,-0.9925999999999999
2.0,2.0,0.0
5.0,4.1042,0.8958000000000004
2.0,3.8158,-1.8157999999999999
4.0,3.979,0.020999999999999908
2.0,2.0,0.0
5.0,3.9693,1.0307
4.0,3.9582,0.04179999999999984
5.0,3.7598,1.2402000000000002
6.0,4.0273,1.9726999999999997
2.0,3.5566,-1.5566
2.0,2.0,0.0
2.0,2.0,0.0
2.0,3.7883,-1.7883
5.0,3.9291,1.0709
4.0,3.9661,0.03390000000000004
3.0,4.0828,-1.0827999999999998
5.0,3.7752,1.2248
2.0,4.0412,-2.0412
4.0,4.1143,-0.11430000000000007
1.0,0.9929,0.007099999999999995
0.0,0.0,0.0
4.0,4.2403,-0.2403000000000004
2.0,3.9536,-1.9535999999999998
2.0,2.0,0.0
2.0,2.0,0.0
1.0,0.9914,0.008600000000000052
3.0,3.7315,-0.7315
5.0,3.9064,1.0936
6.0,4.2438,1.7561999999999998
4.0,3.992,0.008000000000000007
6.0,4.0328,1.9672
5.0,4.3491,0.6509
4.0,4.0294,-0.02939999999999987
6.0,4.12,1.88
3.0,4.0762,-1.0762
2.0,2.0,0.0
2.0,2.0,0.0
2.0,3.5535,-1.5535
5.0,4.4122,0.5877999999999997
5.0,4.0095,0.9904999999999999
5.0,4.0652,0.9348000000000001
4.0,3.9777,0.022299999999999986
5.0,3.9616,1.0384000000000002
3.0,3.968,-0.968
1.0,0.9917,0.008299999999999974
6.0,3.9718,2.0282
4.0,3.9998,0.00019999999999997797
6.0,5.1902,0.8098000000000001
3.0,4.0515,-1.0514999999999999
2.0,3.9775,-1.9775
2.0,3.8872,-1.8872
2.0,3.9861,-1.9861
3.0,3.8586,-0.8586
2.0,3.9563,-1.9563000000000001
5.0,4.0381,0.9619
2.0,3.9008,-1.9007999999999998
5.0,3.8755,1.1244999999999998
3.0,3.9823,-0.9823
2.0,3.9349,-1.9348999999999998
5.0,4.0457,0.9542999999999999
2.0,2.0,0.0
2.0,3.6168,-1.6168
